id,team_id,name,nameEn,number,position,nationality,age,height,weight,marketValue,club
314,14,"Gustavo Velázquez",,2,后卫,,,,1991-04-17,,,"Cerro Porteño"
315,14,"Omar Alderete",,3,后卫,,,,1996-12-26,,,"Sunderland AFC"
316,14,"Juan José Cáceres",,4,后卫,,,,2000-06-01,,,"FC Dynamo Moscow"
317,14,"Fabián Balbuena",,5,后卫,,,,1991-08-23,,,"Grêmio FBPA"
318,14,"Júnior Alonso",,6,后卫,,,,1993-02-09,,,"Atlético Mineiro"
319,14,"Ramón Sosa",,7,中场,,,,1999-08-31,,,"SE Palmeiras"
320,14,"Diego Gómez",,8,中场,,,,2003-03-27,,,"Brighton & Hove Albion FC"
321,14,"Antonio Sanabria",,9,前锋,,,,1996-03-04,,,"US Cremonese"
322,14,"Miguel Almirón",,10,中场,,,,1994-02-10,,,"Atlanta United FC"
323,14,"Maurício",,11,中场,,,,2001-06-22,,,"SE Palmeiras"
324,14,"Orlando Gill",,12,守门员,,,,2000-06-11,,,"CA San Lorenzo"
325,14,"José Canale",,13,后卫,,,,1996-07-20,,,"CA Lanús"
326,14,"Andrés Cubas",,14,中场,,,,1996-05-11,,,"Vancouver Whitecaps FC"
327,14,"Gustavo Gómez",,15,后卫,,,,1993-05-06,,,"SE Palmeiras"
328,14,"Damián Bobadilla",,16,中场,,,,2001-07-11,,,"São Paulo FC"
329,14,"Kaku",,17,前锋,,,,1995-01-11,,,"Al Ain FC"
330,14,"Álex Arce",,18,前锋,,,,1995-06-16,,,"CS Independiente Rivadavia"
331,14,"Julio Enciso",,19,前锋,,,,2004-01-23,,,"RC Strasbourg"
332,14,"Braian Ojeda",,20,中场,,,,2000-06-27,,,"Orlando City SC"
333,14,"Gabriel Ávalos",,21,前锋,,,,1990-10-12,,,"CA Independiente"
334,14,"Gastón Olveira",,22,守门员,,,,1993-04-21,,,"Club Olimpia"
335,14,"Matías Galarza",,23,中场,,,,2002-02-11,,,"Atlanta United FC"
336,14,"Gustavo Caballero",,24,中场,,,,2001-09-21,,,"Portsmouth FC"
337,14,"Isidro Pitta",,25,前锋,,,,1999-08-14,,,"Red Bull Bragantino"
338,14,"Alexandro Maidana",,26,后卫,,,,2005-07-26,,,"CA Talleres"
339,16,"Mert Günok",,1,守门员,,,,1989-03-01,,,"Fenerbahçe SK"
340,16,"Zeki Çelik",,2,后卫,,,,1997-02-17,,,"AS Roma"
341,16,"Merih Demiral",,3,后卫,,,,1998-03-05,,,"Al Ahli FC"
342,16,"Çağlar Söyüncü",,4,后卫,,,,1996-05-23,,,"Fenerbahçe SK"
343,16,"Salih Özcan",,5,中场,,,,1998-01-11,,,"Borussia Dortmund"
344,16,"Orkun Kökçü",,6,中场,,,,2000-12-29,,,"Beşiktaş JK"
345,16,"Kerem Aktürkoğlu",,7,前锋,,,,1998-10-21,,,"Fenerbahçe SK"
346,16,"Arda Güler",,8,前锋,,,,2005-02-25,,,"Real Madrid C. F."
347,16,"Deniz Gül",,9,前锋,,,,2004-07-02,,,"FC Porto"
348,16,"Hakan Çalhanoğlu",,10,中场,,,,1994-02-08,,,"FC Internazionale Milano"
349,16,"Kenan Yıldız",,11,前锋,,,,2005-05-04,,,"Juventus FC"
350,16,"Altay Bayındır",,12,守门员,,,,1998-04-14,,,"Manchester United FC"
351,16,"Eren Elmalı",,13,后卫,,,,2000-07-07,,,"Galatasaray SK"
352,16,"Abdülkerim Bardakcı",,14,后卫,,,,1994-09-07,,,"Galatasaray SK"
353,16,"Ozan Kabak",,15,后卫,,,,2000-03-25,,,"TSG Hoffenheim"
354,16,"İsmail Yüksek",,16,中场,,,,1999-01-26,,,"Fenerbahçe SK"
355,16,"İrfan Can Kahveci",,17,前锋,,,,1995-07-15,,,"Kasımpaşa SK"
356,16,"Mert Müldür",,18,后卫,,,,1999-04-03,,,"Fenerbahçe SK"
357,16,"Yunus Akgün",,19,前锋,,,,2000-07-07,,,"Galatasaray SK"
358,16,"Ferdi Kadıoğlu",,20,后卫,,,,1999-10-07,,,"Brighton & Hove Albion FC"
359,16,"Barış Alper Yılmaz",,21,前锋,,,,2000-05-23,,,"Galatasaray SK"
360,16,"Kaan Ayhan",,22,中场,,,,1994-11-10,,,"Galatasaray SK"
361,16,"Uğurcan Çakır",,23,守门员,,,,1996-04-05,,,"Galatasaray SK"
362,16,"Oğuz Aydın",,24,前锋,,,,2000-10-27,,,"Fenerbahçe SK"
363,16,"Samet Akaydin",,25,后卫,,,,1994-03-13,,,"Çaykur Rizespor"
364,16,"Can Uzun",,26,前锋,,,,2005-11-11,,,"Eintracht Frankfurt"
365,18,"Eloy Room",,1,守门员,,,,1989-02-06,,,"Miami FC"
366,18,"Shurandy Sambo",,2,后卫,,,,2001-08-19,,,"Sparta Rotterdam"
367,18,"Juriën Gaari",,3,后卫,,,,1993-12-23,,,"Abha Club"
368,18,"Roshon van Eijma",,4,后卫,,,,1998-06-09,,,"RKC Waalwijk"
369,18,"Sherel Floranus",,5,后卫,,,,1998-08-23,,,"PEC Zwolle"
370,18,"Godfried Roemeratoe",,6,中场,,,,1999-08-19,,,"RKC Waalwijk"
371,18,"Juninho Bacuna",,7,中场,,,,1997-08-07,,,"FC Volendam"
372,18,"Livano Comenencia",,8,中场,,,,2004-02-03,,,"FC Zürich"
373,18,"Jürgen Locadia",,9,前锋,,,,1993-11-07,,,"Miami FC"
374,18,"Leandro Bacuna",,10,中场,,,,1991-08-21,,,"Iğdır FK"
375,18,"Jeremy Antonisse",,11,前锋,,,,2002-03-29,,,"AE Kifisia FC"
376,18,"Sontje Hansen",,12,前锋,,,,2002-05-18,,,"Middlesbrough FC"
377,18,"Tyrese Noslin",,13,前锋,,,,2002-09-11,,,"SC Telstar"
378,18,"Kenji Gorré",,14,前锋,,,,1994-09-29,,,"Maccabi Haifa FC"
379,18,"Ar'jany Martha",,15,中场,,,,2003-09-04,,,"Rotherham United FC"
380,18,"Jearl Margaritha",,16,前锋,,,,2000-04-10,,,"SK Beveren"
381,18,"Brandley Kuwas",,17,前锋,,,,1992-09-19,,,"FC Volendam"
382,18,"Armando Obispo",,18,后卫,,,,1999-03-05,,,"PSV Eindhoven"
383,18,"Gervane Kastaneer",,19,前锋,,,,1996-06-09,,,"Terengganu FC"
384,18,"Joshua Brenet",,20,后卫,,,,1994-03-20,,,"Kayserispor"
385,18,"Tahith Chong",,21,中场,,,,1999-12-04,,,"Sheffield United FC"
386,18,"Kevin Felida",,22,中场,,,,1999-11-11,,,"FC Den Bosch"
387,18,"Riechedly Bazoer",,23,后卫,,,,1996-10-12,,,"Konyaspor"
388,18,"Deveron Fonville",,24,后卫,,,,2003-05-16,,,"NEC Nijmegen"
389,18,"Tyrick Bodak",,25,守门员,,,,2002-05-15,,,"SC Telstar"
390,18,"Trevor Doornbusch",,26,守门员,,,,1999-07-06,,,"VVV Venlo"
391,20,"Hernán Galíndez",,1,守门员,,,,1987-03-30,,,"CA Huracán"
392,20,"Félix Torres",,2,后卫,,,,1997-01-11,,,"SC Internacional"
393,20,"Piero Hincapié",,3,后卫,,,,2002-01-09,,,"Arsenal FC"
394,20,"Joel Ordóñez",,4,后卫,,,,2004-04-21,,,"Club Brugge"
395,20,"Jordy Alcívar",,5,中场,,,,1999-08-05,,,"Independiente Del Valle"
396,20,"Willian Pacho",,6,后卫,,,,2001-10-16,,,"Paris Saint-Germain"
397,20,"Pervis Estupiñán",,7,后卫,,,,1998-01-21,,,"AC Milan"
398,20,"Anthony Valencia",,8,中场,,,,2003-07-21,,,"Royal Antwerp FC"
399,20,"John Yeboah",,9,前锋,,,,2000-06-23,,,"Venezia FC"
400,20,"Kendry Páez",,10,中场,,,,2007-05-04,,,"CA River Plate"
401,20,"Kevin Rodríguez",,11,前锋,,,,2000-03-04,,,"Royale Union Saint-Gilloise"
402,20,"Moisés Ramírez",,12,守门员,,,,2000-09-09,,,"AE Kifisia FC"
403,20,"Enner Valencia",,13,前锋,,,,1989-11-04,,,"CF Pachuca"
404,20,"Alan Minda",,14,中场,,,,2003-05-14,,,"Atlético Mineiro"
405,20,"Pedro Vite",,15,中场,,,,2002-03-09,,,"Pumas UNAM"
406,20,"Jordy Caicedo",,16,前锋,,,,1997-11-18,,,"CA Huracán"
407,20,"Ángelo Preciado",,17,后卫,,,,1998-02-18,,,"Atlético Mineiro"
408,20,"Denil Castillo",,18,中场,,,,2004-03-24,,,"FC Midtjylland"
409,20,"Gonzalo Plata",,19,前锋,,,,2000-11-01,,,"CR Flamengo"
410,20,"Nilson Angulo",,20,前锋,,,,2003-06-19,,,"Sunderland AFC"
411,20,"Alan Franco",,21,中场,,,,1998-08-21,,,"Atlético Mineiro"
412,20,"Gonzalo Valle",,22,守门员,,,,1996-02-28,,,"LDU Quito"
413,20,"Moisés Caicedo",,23,中场,,,,2001-11-02,,,"Chelsea FC"
414,20,"Jeremy Arévalo",,24,前锋,,,,2005-03-19,,,"VfB Stuttgart"
415,20,"Jackson Porozo",,25,后卫,,,,2000-08-04,,,"Club Tijuana"
416,20,"Yaimar Medina",,26,后卫,,,,2004-11-05,,,"KRC Genk"
417,17,"Manuel Neuer",,1,守门员,,,,1986-03-27,,,"FC Bayern München"
418,17,"Antonio Rüdiger",,2,后卫,,,,1993-03-03,,,"Real Madrid C. F."
419,17,"Waldemar Anton",,3,后卫,,,,1996-07-20,,,"Borussia Dortmund"
420,17,"Jonathan Tah",,4,后卫,,,,1996-02-11,,,"FC Bayern München"
421,17,"Aleksandar Pavlović",,5,中场,,,,2004-05-03,,,"FC Bayern München"
422,17,"Joshua Kimmich",,6,后卫,,,,1995-02-08,,,"FC Bayern München"
423,17,"Kai Havertz",,7,前锋,,,,1999-06-11,,,"Arsenal FC"
424,17,"Leon Goretzka",,8,中场,,,,1995-02-06,,,"FC Bayern München"
425,17,"Jamie Leweling",,9,中场,,,,2001-02-26,,,"VfB Stuttgart"
426,17,"Jamal Musiala",,10,中场,,,,2003-02-26,,,"FC Bayern München"
427,17,"Nick Woltemade",,11,前锋,,,,2002-02-14,,,"Newcastle United FC"
428,17,"Oliver Baumann",,12,守门员,,,,1990-06-02,,,"TSG Hoffenheim"
429,17,"Pascal Groß",,13,中场,,,,1991-06-15,,,"Brighton & Hove Albion FC"
430,17,"Maximilian Beier",,14,前锋,,,,2002-10-17,,,"Borussia Dortmund"
431,17,"Nico Schlotterbeck",,15,后卫,,,,1999-12-01,,,"Borussia Dortmund"
432,17,"Angelo Stiller",,16,中场,,,,2001-04-04,,,"VfB Stuttgart"
433,17,"Florian Wirtz",,17,中场,,,,2003-05-03,,,"Liverpool FC"
434,17,"Nathaniel Brown",,18,后卫,,,,2003-06-16,,,"Eintracht Frankfurt"
435,17,"Leroy Sané",,19,中场,,,,1996-01-11,,,"Galatasaray SK"
436,17,"Nadiem Amiri",,20,中场,,,,1996-10-27,,,"1. FSV Mainz 05"
437,17,"Alexander Nübel",,21,守门员,,,,1996-09-30,,,"VfB Stuttgart"
438,17,"David Raum",,22,后卫,,,,1998-04-22,,,"RB Leipzig"
439,17,"Felix Nmecha",,23,中场,,,,2000-10-10,,,"Borussia Dortmund"
440,17,"Malick Thiaw",,24,后卫,,,,2001-08-08,,,"Newcastle United FC"
441,17,"Assan Ouédraogo",,25,中场,,,,2006-05-09,,,"RB Leipzig"
442,17,"Deniz Undav",,26,前锋,,,,1996-07-19,,,"VfB Stuttgart"
443,19,"Yahia Fofana",,1,守门员,,,,2000-08-21,,,"Çaykur Rizespor"
444,19,"Ousmane Diomande",,2,后卫,,,,2003-12-04,,,"Sporting CP"
445,19,"Ghislain Konan",,3,后卫,,,,1995-12-27,,,"Gil Vicente FC"
446,19,"Jean Michaël Seri",,4,中场,,,,1991-07-19,,,"NK Maribor"
447,19,"Wilfried Singo",,5,后卫,,,,2000-12-25,,,"Galatasaray SK"
448,19,"Seko Fofana",,6,中场,,,,1995-05-07,,,"FC Porto"
449,19,"Odilon Kossounou",,7,后卫,,,,2001-01-04,,,"Atalanta Bergamo"
450,19,"Franck Kessié",,8,中场,,,,1996-12-19,,,"Al Ahli FC"
451,19,"Ange-Yoan Bonny",,9,前锋,,,,2003-10-25,,,"FC Internazionale Milano"
452,19,"Simon Adingra",,10,前锋,,,,2002-01-01,,,"AS Monaco"
453,19,"Yan Diomande",,11,前锋,,,,2006-11-14,,,"RB Leipzig"
454,19,"Elye Wahi",,12,前锋,,,,2003-01-02,,,"OGC Nice"
455,19,"Christopher Opéri",,13,后卫,,,,1997-04-29,,,"Başakşehir FK"
456,19,"Oumar Diakité",,14,前锋,,,,2003-12-20,,,"Cercle Brugge"
457,19,"Amad Diallo",,15,前锋,,,,2002-07-11,,,"Manchester United FC"
458,19,"Mohamed Koné",,16,守门员,,,,2002-03-07,,,"Sporting Charleroi"
459,19,"Guéla Doué",,17,后卫,,,,2002-10-17,,,"RC Strasbourg"
460,19,"Ibrahim Sangaré",,18,中场,,,,1997-12-02,,,"Nottingham Forest FC"
461,19,"Nicolas Pépé",,19,前锋,,,,1995-05-29,,,"Villarreal CF"
462,19,"Emmanuel Agbadou",,20,后卫,,,,1997-06-17,,,"Beşiktaş JK"
463,19,"Evan Ndicka",,21,后卫,,,,1999-08-20,,,"AS Roma"
464,19,"Evann Guessand",,22,前锋,,,,2001-07-01,,,"Crystal Palace FC"
465,19,"Alban Lafont",,23,守门员,,,,1999-01-23,,,"Panathinaikos FC"
466,19,"Bazoumana Touré",,24,前锋,,,,2006-03-02,,,"TSG Hoffenheim"
467,19,"Parfait Guiagon",,25,中场,,,,2001-02-22,,,"Sporting Charleroi"
468,19,"Christ Inao Oulaï",,26,中场,,,,2006-04-06,,,"Trabzonspor"
469,22,"Zion Suzuki",,1,守门员,,,,2002-08-21,,,"Parma"
470,22,"Yukinari Sugawara",,2,后卫,,,,2000-06-28,,,"SV Werder Bremen"
471,22,"Shōgo Taniguchi",,3,后卫,,,,1991-07-15,,,"Sint-Truiden VV"
472,22,"Kō Itakura",,4,后卫,,,,1997-01-27,,,"AFC Ajax"
473,22,"Yūto Nagatomo",,5,后卫,,,,1986-09-12,,,"FC Tokyo"
474,22,"Wataru Endo",,6,中场,,,,1993-02-09,,,"Borussia Mönchengladbach"
475,22,"Ao Tanaka",,7,中场,,,,1998-09-10,,,"Leeds United FC"
476,22,"Takefusa Kubo",,8,中场,,,,2001-06-04,,,"Real Sociedad"
477,22,"Keisuke Gotō",,9,前锋,,,,2005-06-03,,,"Sint-Truiden VV"
478,22,"Ritsu Dōan",,10,中场,,,,1998-06-16,,,"Eintracht Frankfurt"
479,22,"Daizen Maeda",,11,中场,,,,1997-10-20,,,"Celtic FC"
480,22,"Keisuke Ōsako",,12,守门员,,,,1999-07-28,,,"Sanfrecce Hiroshima"
481,22,"Keito Nakamura",,13,中场,,,,2000-07-28,,,"Stade Reims"
482,22,"Junya Itō",,14,中场,,,,1993-03-09,,,"KRC Genk"
483,22,"Daichi Kamada",,15,中场,,,,1996-08-05,,,"Crystal Palace FC"
484,22,"Tsuyoshi Watanabe",,16,后卫,,,,1997-02-05,,,"Feyenoord Rotterdam"
485,22,"Yuito Suzuki",,17,中场,,,,2001-10-25,,,"SC Freiburg"
486,22,"Ayase Ueda",,18,前锋,,,,1998-08-28,,,"Feyenoord Rotterdam"
487,22,"Kōki Ogawa",,19,前锋,,,,1997-08-08,,,"NEC Nijmegen"
488,22,"Ayumu Seko",,20,后卫,,,,2000-06-07,,,"Le Havre AC"
489,22,"Hiroki Itō",,21,后卫,,,,1999-05-12,,,"FC Bayern München"
490,22,"Takehiro Tomiyasu",,22,后卫,,,,1998-11-05,,,"AFC Ajax"
491,22,"Tomoki Hayakawa",,23,守门员,,,,1999-03-03,,,"Kashima Antlers"
492,22,"Kaishū Sano",,24,中场,,,,2000-12-30,,,"1. FSV Mainz 05"
493,22,"Junnosuke Suzuki",,25,后卫,,,,2003-07-12,,,"FC København"
494,22,"Kento Shiogai",,26,前锋,,,,2005-03-26,,,"VfL Wolfsburg"
495,21,"Bart Verbruggen",,1,守门员,,,,2002-08-18,,,"Brighton & Hove Albion FC"
496,21,"Lutsharel Geertruida",,2,后卫,,,,2000-07-18,,,"Sunderland AFC"
497,21,"Marten de Roon",,3,中场,,,,1991-03-29,,,"Atalanta Bergamo"
498,21,"Virgil van Dijk",,4,后卫,,,,1991-07-08,,,"Liverpool FC"
499,21,"Nathan Aké",,5,后卫,,,,1995-02-18,,,"Manchester City FC"
500,21,"Jan Paul van Hecke",,6,后卫,,,,2000-06-08,,,"Brighton & Hove Albion FC"
501,21,"Justin Kluivert",,7,中场,,,,1999-05-05,,,"AFC Bournemouth"
502,21,"Ryan Gravenberch",,8,中场,,,,2002-05-16,,,"Liverpool FC"
503,21,"Wout Weghorst",,9,前锋,,,,1992-08-07,,,"AFC Ajax"
504,21,"Memphis Depay",,10,前锋,,,,1994-02-13,,,"SC Corinthians"
505,21,"Cody Gakpo",,11,前锋,,,,1999-05-07,,,"Liverpool FC"
506,21,"Mats Wieffer",,12,后卫,,,,1999-11-16,,,"Brighton & Hove Albion FC"
507,21,"Robin Roefs",,13,守门员,,,,2003-01-17,,,"Sunderland AFC"
508,21,"Tijjani Reijnders",,14,中场,,,,1998-07-29,,,"Manchester City FC"
509,21,"Micky van de Ven",,15,后卫,,,,2001-04-19,,,"Tottenham Hotspur FC"
510,21,"Guus Til",,16,中场,,,,1997-12-22,,,"PSV Eindhoven"
511,21,"Noa Lang",,17,前锋,,,,1999-06-17,,,"Galatasaray SK"
512,21,"Donyell Malen",,18,前锋,,,,1999-01-19,,,"AS Roma"
513,21,"Brian Brobbey",,19,前锋,,,,2002-02-01,,,"Sunderland AFC"
514,21,"Teun Koopmeiners",,20,中场,,,,1998-02-28,,,"Juventus FC"
515,21,"Frenkie de Jong",,21,中场,,,,1997-05-12,,,"FC Barcelona"
516,21,"Denzel Dumfries",,22,后卫,,,,1996-04-18,,,"FC Internazionale Milano"
517,21,"Mark Flekken",,23,守门员,,,,1993-06-13,,,"Bayer 04 Leverkusen"
518,21,"Crysencio Summerville",,24,前锋,,,,2001-10-30,,,"West Ham United FC"
519,21,"Jorrel Hato",,25,后卫,,,,2006-03-07,,,"Chelsea FC"
520,21,"Quinten Timber",,26,中场,,,,2001-06-17,,,"Olympique Marseille"
521,23,"Jacob Widell Zetterström",,1,守门员,,,,1998-07-11,,,"Derby County FC"
522,23,"Gustaf Lagerbielke",,2,后卫,,,,2000-04-10,,,"SC Braga"
523,23,"Victor Lindelöf",,3,后卫,,,,1994-07-17,,,"Aston Villa FC"
524,23,"Isak Hien",,4,后卫,,,,1999-01-13,,,"Atalanta Bergamo"
525,23,"Gabriel Gudmundsson",,5,后卫,,,,1999-04-29,,,"Leeds United FC"
526,23,"Herman Johansson",,6,后卫,,,,1997-10-16,,,"FC Dallas"
527,23,"Lucas Bergvall",,7,中场,,,,2006-02-02,,,"Tottenham Hotspur FC"
528,23,"Daniel Svensson",,8,后卫,,,,2002-02-12,,,"Borussia Dortmund"
529,23,"Alexander Isak",,9,前锋,,,,1999-09-21,,,"Liverpool FC"
530,23,"Benjamin Nygren",,10,中场,,,,2001-07-08,,,"Celtic FC"
531,23,"Anthony Elanga",,11,前锋,,,,2002-04-27,,,"Newcastle United FC"
532,23,"Viktor Johansson",,12,守门员,,,,1998-09-14,,,"Stoke City FC"
533,23,"Ken Sema",,13,中场,,,,1993-09-30,,,"Pafos FC"
534,23,"Hjalmar Ekdal",,14,后卫,,,,1998-10-21,,,"Burnley FC"
535,23,"Carl Starfelt",,15,后卫,,,,1995-06-01,,,"RC Celta Vigo"
536,23,"Jesper Karlström",,16,中场,,,,1995-06-21,,,"Udinese"
537,23,"Viktor Gyökeres",,17,前锋,,,,1998-06-04,,,"Arsenal FC"
538,23,"Yasin Ayari",,18,中场,,,,2003-10-06,,,"Brighton & Hove Albion FC"
539,23,"Mattias Svanberg",,19,中场,,,,1999-01-05,,,"VfL Wolfsburg"
540,23,"Eric Smith",,20,后卫,,,,1997-01-08,,,"FC St. Pauli"
541,23,"Alexander Bernhardsson",,21,后卫,,,,1998-09-08,,,"Holstein Kiel"
542,23,"Besfort Zeneli",,22,中场,,,,2002-11-21,,,"Royale Union Saint-Gilloise"
543,23,"Kristoffer Nordfeldt",,23,守门员,,,,1989-06-23,,,"AIK Stockholm"
544,23,"Elliot Stroud",,24,后卫,,,,2002-06-22,,,"Mjällby AIF"
545,23,"Gustaf Nilsson",,25,前锋,,,,1997-05-23,,,"Club Brugge"
546,23,"Taha Ali",,26,前锋,,,,1998-07-01,,,"Malmö FF"
547,24,"Mouhib Chamakh",,1,守门员,,,,2001-08-25,,,"Club Africain"
548,24,"Ali Abdi",,2,后卫,,,,1993-12-20,,,"OGC Nice"
549,24,"Montassar Talbi",,3,后卫,,,,1998-05-26,,,"FC Lorient"
550,24,"Omar Rekik",,4,后卫,,,,2001-12-20,,,"NK Maribor"
551,24,"Adem Arous",,5,后卫,,,,2004-07-17,,,"Kasımpaşa SK"
552,24,"Dylan Bronn",,6,后卫,,,,1995-06-19,,,"Servette FC"
553,24,"Elias Achouri",,7,前锋,,,,1999-02-10,,,"FC København"
554,24,"Elias Saad",,8,前锋,,,,1999-12-27,,,"Hannover 96"
555,24,"Hazem Mastouri",,9,前锋,,,,1997-06-18,,,"FC Dynamo Makhachkala"
556,24,"Hannibal Mejbri",,10,中场,,,,2003-01-21,,,"Burnley FC"
557,24,"Ismaël Gharbi",,11,中场,,,,2004-04-10,,,"FC Augsburg"
558,24,"Mortadha Ben Ouanes",,12,后卫,,,,1994-07-02,,,"Kasımpaşa SK"
559,24,"Rani Khedira",,13,中场,,,,1994-01-27,,,"1. FC Union Berlin"
560,24,"Khalil Ayari",,14,中场,,,,2005-02-02,,,"Paris Saint-Germain"
561,24,"Hadj Mahmoud",,15,中场,,,,2000-04-24,,,"FC Lugano"
562,24,"Aymen Dahmen",,16,守门员,,,,1997-01-28,,,"CS Sfaxien"
563,24,"Ellyes Skhiri",,17,中场,,,,1995-05-10,,,"Eintracht Frankfurt"
564,24,"Rayan Elloumi",,18,前锋,,,,2007-09-17,,,"Vancouver Whitecaps FC"
565,24,"Firas Chaouat",,19,前锋,,,,1996-05-08,,,"Club Africain"
566,24,"Yan Valery",,20,后卫,,,,1999-02-22,,,"BSC Young Boys"
567,24,"Mohamed Amine Ben Hamida",,21,后卫,,,,1995-12-15,,,"Espérance De Tunisie"
568,24,"Sabri Ben Hessen",,22,守门员,,,,1996-06-13,,,"Étoile Du Sahel"
569,24,"Moutaz Neffati",,23,后卫,,,,2004-09-04,,,"IFK Norrköping FK"
570,24,"Raed Chikhaoui",,24,后卫,,,,2004-06-09,,,"US Monastir"
571,24,"Anis Ben Slimane",,25,中场,,,,2001-03-16,,,"Norwich City FC"
572,24,"Sebastian Tounekti",,26,中场,,,,2002-07-13,,,"Celtic FC"
573,25,"Thibaut Courtois",,1,守门员,,,,1992-05-11,,,"Real Madrid C. F."
574,25,"Zeno Debast",,2,后卫,,,,2003-10-24,,,"Sporting CP"
575,25,"Arthur Theate",,3,后卫,,,,2000-05-25,,,"Eintracht Frankfurt"
576,25,"Brandon Mechele",,4,后卫,,,,1993-01-28,,,"Club Brugge"
577,25,"Maxim De Cuyper",,5,后卫,,,,2000-12-22,,,"Brighton & Hove Albion FC"
578,25,"Axel Witsel",,6,中场,,,,1989-01-12,,,"Girona FC"
579,25,"Kevin De Bruyne",,7,中场,,,,1991-06-28,,,"SSC Napoli"
580,25,"Youri Tielemans",,8,中场,,,,1997-05-07,,,"Aston Villa FC"
581,25,"Romelu Lukaku",,9,前锋,,,,1993-05-13,,,"SSC Napoli"
582,25,"Leandro Trossard",,10,前锋,,,,1994-12-04,,,"Arsenal FC"
583,25,"Jérémy Doku",,11,前锋,,,,2002-05-27,,,"Manchester City FC"
584,25,"Senne Lammens",,12,守门员,,,,2002-07-07,,,"Manchester United FC"
585,25,"Mike Penders",,13,守门员,,,,2005-07-31,,,"RC Strasbourg"
586,25,"Dodi Lukébakio",,14,前锋,,,,1997-09-24,,,"SL Benfica"
587,25,"Thomas Meunier",,15,后卫,,,,1991-09-12,,,"Lille OSC"
588,25,"Koni De Winter",,16,后卫,,,,2002-06-12,,,"AC Milan"
589,25,"Charles De Ketelaere",,17,前锋,,,,2001-03-10,,,"Atalanta Bergamo"
590,25,"Joaquin Seys",,18,后卫,,,,2005-03-28,,,"Club Brugge"
591,25,"Diego Moreira",,19,中场,,,,2004-08-06,,,"RC Strasbourg"
592,25,"Hans Vanaken",,20,中场,,,,1992-08-24,,,"Club Brugge"
593,25,"Timothy Castagne",,21,后卫,,,,1995-12-05,,,"Fulham FC"
594,25,"Alexis Saelemaekers",,22,中场,,,,1999-06-27,,,"AC Milan"
595,25,"Nicolas Raskin",,23,中场,,,,2001-02-23,,,"Rangers FC"
596,25,"Amadou Onana",,24,中场,,,,2001-08-16,,,"Aston Villa FC"
597,25,"Nathan Ngoy",,25,后卫,,,,2003-06-10,,,"Lille OSC"
598,25,"Matias Fernandez-Pardo",,26,前锋,,,,2005-02-03,,,"Lille OSC"
599,26,"Mohamed El Shenawy",,1,守门员,,,,1988-12-18,,,"Al Ahly FC"
600,26,"Yasser Ibrahim",,2,后卫,,,,1993-02-10,,,"Al Ahly FC"
601,26,"Mohamed Hany",,3,后卫,,,,1996-02-02,,,"Al Ahly FC"
602,26,"Hossam Abdelmaguid",,4,后卫,,,,2001-04-30,,,"Zamalek SC"
603,26,"Ramy Rabia",,5,后卫,,,,1993-05-20,,,"Al Ain FC"
604,26,"Mohamed Abdelmonem",,6,后卫,,,,1999-02-01,,,"OGC Nice"
605,26,"Trézéguet",,7,前锋,,,,1994-10-01,,,"Al Ahly FC"
606,26,"Emam Ashour",,8,中场,,,,1998-02-20,,,"Al Ahly FC"
607,26,"Hamza Abdelkarim",,9,前锋,,,,2008-01-01,,,"FC Barcelona"
608,26,"Mohamed Salah",,10,前锋,,,,1992-06-15,,,"Liverpool FC"
609,26,"Mostafa Ziko",,11,中场,,,,1997-04-27,,,"Pyramids FC"
610,26,"Haissem Hassan",,12,前锋,,,,2002-02-08,,,"Real Oviedo"
611,26,"Ahmed Fatouh",,13,后卫,,,,1998-03-22,,,"Zamalek SC"
612,26,"Hamdy Fathy",,14,中场,,,,1994-09-29,,,"Al Wakrah SC"
613,26,"Karim Hafez",,15,后卫,,,,1996-03-12,,,"Pyramids FC"
614,26,"El Mahdy Soliman",,16,守门员,,,,1987-06-08,,,"Zamalek SC"
615,26,"Mohanad Lasheen",,17,中场,,,,1996-05-29,,,"Pyramids FC"
616,26,"Nabil Emad",,18,中场,,,,1996-04-06,,,"Al Najmah SC"
617,26,"Marwan Attia",,19,中场,,,,1998-08-01,,,"Al Ahly FC"
618,26,"Ibrahim Adel",,20,前锋,,,,2001-04-23,,,"FC Nordsjælland"
619,26,"Mahmoud Saber",,21,中场,,,,2001-07-30,,,"ZED FC"
620,26,"Omar Marmoush",,22,前锋,,,,1999-02-07,,,"Manchester City FC"
621,26,"Mostafa Shobeir",,23,守门员,,,,2000-05-15,,,"Al Ahly FC"
622,26,"Tarek Alaa",,24,后卫,,,,2002-01-05,,,"ZED FC"
623,26,"Zizo",,25,前锋,,,,1996-01-10,,,"Al Ahly FC"
624,26,"Mohamed Alaa",,26,守门员,,,,1999-01-01,,,"El Gouna FC"
625,27,"Alireza Beiranvand",,1,守门员,,,,1992-09-21,,,"Tractor Sazi Tabriz FC"
626,27,"Saleh Hardani",,2,后卫,,,,1998-12-26,,,"Esteghlal Tehran FC"
627,27,"Ehsan Hajsafi",,3,后卫,,,,1990-02-25,,,"Sepahan SC"
628,27,"Shojae Khalilzadeh",,4,后卫,,,,1989-05-14,,,"Tractor Sazi Tabriz FC"
